Time,Measurement Sample Rate,Valid Samples B1CW,Valid Samples D-RT,Valid Samples D-LT,Valid Samples A1,Valid Samples A2,Valid Samples D-RB,Valid Samples D-LB,Valid Samples B1-CCW,AGCLevel B1CW A,AGCLevel B1CW B,AGCLevel D-RT A,AGCLevel D-RT B,AGCLevel D-LT A,AGCLevel D-LT B,AGCLevel A1 A,AGCLevel A1 B,AGCLevel A2 A,AGCLevel A2 B,AGCLevel D-RB A,AGCLevel D-RB B,AGCLevel D-LB A,AGCLevel D-LB B,AGCLevel B1-CCW A,AGCLevel B1-CCW B,SNR B1CW A,SNR B1CW B,SNR D-RT A,SNR D-RT B,SNR D-LT A,SNR D-LT B,SNR A1 A,SNR A1 B,SNR A2 A,SNR A2 B,SNR D-RB A,SNR D-RB B,SNR D-LB A,SNR D-LB B,SNR B1-CCW A,SNR B1-CCW B,VoS_avg[m/s],Vline[m/s],Pressure[bar-a],Temperature[°C],Qline[m³/hr],MeasQBase,MeasStability,VOS B1CW[m/s],VOS D-RT[m/s],VOS D-LT[m/s],VOS A1[m/s],VOS A2[m/s],VOS D-RB[m/s],VOS D-LB[m/s],VOS B1-CCW[m/s],VOG B1CW[m/s],VOG D-RT[m/s],VOG D-LT[m/s],VOG A1[m/s],VOG A2[m/s],VOG D-RB[m/s],VOG D-LB[m/s],VOG B1-CCW[m/s],Meter name,Data Sequence,Vm FWD[m³],Vm REV[m³],TSpare,Diag. Bits B1CW,Diag. Bits D-RT,Diag. Bits D-LT,Diag. Bits A1,Diag. Bits A2,Diag. Bits D-RB,Diag. Bits D-LB,Diag. Bits B1-CCW,Performance B1CW[%],Performance D-RT[%],Performance D-LT[%],Performance A1[%],Performance A2[%],Performance D-RB[%],Performance D-LB[%],Performance B1-CCW[%],VOG Ratio B1CW,VOG Ratio D-RT,VOG Ratio D-LT,VOG Ratio A1,VOG Ratio A2,VOG Ratio D-RB,VOG Ratio D-LB,VOG Ratio B1-CCW,VOS Ratio B1CW,VOS Ratio D-RT,VOS Ratio D-LT,VOS Ratio A1,VOS Ratio A2,VOS Ratio D-RB,VOS Ratio D-LB,VOS Ratio B1-CCW,Op. Status,Swirl Angle[°],Internal Temp[°C],TransitTimeStDAB_1[s],TransitTimeStDAB_2[s],TransitTimeStDAB_3[s],TransitTimeStDAB_4[s],TransitTimeStDAB_5[s],TransitTimeStDAB_6[s],TransitTimeStDAB_7[s],TransitTimeStDAB_8[s],TransitTimeStDBA_1[s],TransitTimeStDBA_2[s],TransitTimeStDBA_3[s],TransitTimeStDBA_4[s],TransitTimeStDBA_5[s],TransitTimeStDBA_6[s],TransitTimeStDBA_7[s],TransitTimeStDBA_8[s],DSPSampleRate_1,DSPSampleRate_2,DSPSampleRate_3,DSPSampleRate_4,DSPSampleRate_5,DSPSampleRate_6,DSPSampleRate_7,DSPSampleRate_8,TTimeAB_1[s],TTimeAB_2[s],TTimeAB_3[s],TTimeAB_4[s],TTimeAB_5[s],TTimeAB_6[s],TTimeAB_7[s],TTimeAB_8[s],TTimeBA_1[s],TTimeBA_2[s],TTimeBA_3[s],TTimeBA_4[s],TTimeBA_5[s],TTimeBA_6[s],TTimeBA_7[s],TTimeBA_8[s],Density[kg/m²],Viscosity[Pa s]
8/20/2018 11:56:51 AM,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,28.390000,28.390000,17.590000,17.590000,20.990000,20.790000,19.390000,19.390000,21.790000,21.790000,17.990000,18.990000,17.590000,17.990000,29.190000,29.190000,26.060000,26.040000,56.060000,58.040000,53.510000,54.030000,53.470000,54.100000,53.770000,54.670000,53.850000,53.540000,52.960000,53.100000,27.630000,27.720000,455.825073,0.000000,1.013150,20.000000,0.000000,0.000000,0.000000,456.366760,455.615601,455.241028,456.088806,456.498657,455.153442,455.273254,456.363068,-0.000164,0.007193,-0.018397,0.015193,-0.010469,-0.018730,0.008380,0.009553,68.000000,1063.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.157354,-3.440678,-11.753830,-4.698734,-24.201954,-11.613879,-3.707715,-3.935096,1.001358,0.999475,0.998536,1.000661,1.001689,0.998316,0.998617,1.001349,16.000000,0.000000,36.580521,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.00062419119,0.00019841018,0.00019858069,0.00027779059,0.00027755127,0.00019861957,0.00019856033,0.00062412483,0.00062419107,0.00019841488,0.00019857132,0.00027780194,0.00027754376,0.00019860879,0.00019856458,0.00062413735,90.000000,0.000013
8/20/2018 11:56:53 AM,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,28.390000,28.390000,17.590000,17.590000,20.990000,20.790000,19.390000,19.390000,21.790000,21.790000,17.990000,18.990000,17.590000,17.990000,29.190000,29.190000,26.140000,25.970000,54.660000,57.520000,54.170000,55.540000,52.590000,53.150000,52.460000,53.530000,53.690000,55.440000,52.800000,53.420000,27.650000,27.640000,455.824646,0.000000,1.013150,20.000000,0.000000,0.000000,0.000000,456.366638,455.614532,455.239899,456.088562,456.497253,455.153931,455.273071,456.363403,-0.000622,0.007786,-0.018943,0.014362,-0.009377,-0.019537,0.008665,0.008834,68.000000,1064.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.529969,-3.279698,-13.114659,-4.334412,-120.555145,-12.775661,-3.466454,-3.500270,1.001359,0.999473,0.998534,1.000662,1.001687,0.998319,0.998617,1.001351,16.000000,0.000000,36.583174,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.00062419102,0.00019841085,0.00019858130,0.00027779082,0.00027755144,0.00019861960,0.00019855972,0.00062412419,0.00062419078,0.00019841488,0.00019857098,0.00027780273,0.00027754327,0.00019860909,0.00019856442,0.00062413636,90.000000,0.000013
8/20/2018 11:56:53 AM,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,28.390000,28.390000,17.590000,17.590000,20.990000,20.790000,19.390000,19.390000,21.790000,21.790000,17.990000,18.990000,17.590000,17.990000,29.190000,29.190000,26.020000,26.020000,57.780000,58.470000,54.350000,54.750000,53.250000,52.970000,53.660000,55.080000,54.270000,53.220000,53.600000,53.720000,27.750000,27.700000,455.824280,0.000000,1.013150,20.000000,0.000000,0.000000,0.000000,456.365173,455.613800,455.239746,456.088776,456.495911,455.153625,455.273987,456.363342,0.000589,0.007834,-0.016926,0.014718,-0.010374,-0.018302,0.007786,0.008212,68.000000,1065.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,-0.584576,-3.835576,-11.324042,-4.864073,-18.568243,-10.821190,-3.825032,-3.917147,1.001356,0.999472,0.998535,1.000663,1.001684,0.998319,0.998621,1.001352,16.000000,0.000000,36.588039,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.00062419148,0.00019841116,0.00019858194,0.00027779132,0.00027755188,0.00019861960,0.00019855972,0.00062412419,0.00062419072,0.00019841552,0.00019857132,0.00027780255,0.00027754455,0.00019860864,0.00019856458,0.00062413543,90.000000,0.000013
8/20/2018 11:56:54 AM,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,28.390000,28.390000,17.590000,17.590000,20.990000,20.790000,19.390000,19.390000,21.790000,21.790000,17.990000,18.990000,17.590000,17.990000,29.190000,29.190000,26.040000,26.150000,56.230000,57.280000,54.540000,53.380000,53.230000,52.800000,52.980000,54.910000,54.980000,54.200000,53.110000,53.260000,27.590000,27.670000,455.823456,0.000000,1.013150,20.000000,0.000000,0.000000,0.000000,456.364746,455.612732,455.239899,456.088318,456.494690,455.152313,455.272552,456.362549,-0.000785,0.007288,-0.018374,0.014979,-0.008973,-0.017519,0.008926,0.008245,68.000000,1066.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,1.012490,-3.778370,-10.577151,-4.947557,-22.763985,-10.847557,-4.126920,-3.991604,1.001357,0.999472,0.998537,1.000664,1.001683,0.998318,0.998619,1.001352,16.000000,0.000000,36.593725,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.00062419270,0.00019841146,0.00019858145,0.00027779103,0.00027755310,0.00019861941,0.00019855957,0.00062412466,0.00062419346,0.00019841586,0.00019857196,0.00027780255,0.00027754498,0.00019860914,0.00019856394,0.00062413514,90.000000,0.000013
8/20/2018 11:56:55 AM,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,28.390000,28.390000,17.590000,17.590000,20.990000,20.790000,19.390000,19.390000,21.790000,21.790000,17.990000,18.990000,17.590000,17.990000,29.190000,29.190000,26.120000,26.020000,54.610000,56.770000,55.090000,54.290000,52.730000,53.480000,52.310000,52.680000,53.820000,54.890000,53.440000,54.380000,27.650000,27.700000,455.823090,0.000000,1.013150,20.000000,0.000000,0.000000,0.000000,456.364990,455.611328,455.239716,456.088013,456.494568,455.152130,455.271667,456.362366,0.000425,0.007288,-0.017472,0.015216,-0.009614,-0.019513,0.009187,0.008081,68.000000,1067.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,-0.436122,-3.726630,-11.047744,-4.927193,-20.947313,-10.417505,-4.125420,-3.905957,1.001359,0.999469,0.998538,1.000664,1.001684,0.998318,0.998618,1.001352,16.000000,0.000000,36.593725,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.00062419416,0.00019841208,0.00019858178,0.00027779120,0.00027755328,0.00019861975,0.00019855988,0.00062412571,0.00062419317,0.00019841616,0.00019857148,0.00027780293,0.00027754626,0.00019860992,0.00019856489,0.00062413624,90.000000,0.000013
8/20/2018 11:56:56 AM,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,28.390000,28.390000,17.590000,17.590000,20.990000,20.790000,19.390000,19.390000,21.790000,21.790000,17.990000,18.990000,17.590000,17.990000,29.190000,29.190000,26.090000,26.060000,58.230000,57.560000,54.960000,54.940000,52.730000,52.190000,52.950000,53.810000,54.260000,55.720000,54.000000,53.710000,27.760000,27.590000,455.822906,0.000000,1.013150,20.000000,0.000000,0.000000,0.000000,456.364899,455.610962,455.239319,456.087952,456.494049,455.152893,455.270447,456.362885,-0.000720,0.006694,-0.018112,0.015572,-0.009970,-0.020676,0.010611,0.008899,68.000000,1068.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.721631,-3.255048,-12.178570,-4.683598,-30.766893,-11.155282,-4.056036,-3.752423,1.001359,0.999469,0.998537,1.000665,1.001683,0.998320,0.998615,1.001354,16.000000,0.000000,36.594388,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.00062419305,0.00019841269,0.00019858161,0.00027779132,0.00027755360,0.00019862039,0.00019856018,0.00062412606,0.00062419358,0.00019841678,0.00019857181,0.00027780322,0.00027754609,0.00019860944,0.00019856534,0.00062413636,90.000000,0.000013
8/20/2018 11:56:57 AM,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,28.390000,28.390000,17.590000,17.590000,20.990000,20.790000,19.390000,19.390000,21.790000,21.790000,17.990000,18.990000,17.590000,17.990000,29.190000,29.190000,26.090000,26.080000,57.950000,57.250000,55.270000,53.520000,52.580000,52.040000,52.830000,53.510000,55.210000,54.190000,53.600000,52.950000,27.650000,27.580000,455.823120,0.000000,1.013150,20.000000,0.000000,0.000000,0.000000,456.365723,455.610962,455.239349,456.088440,456.493835,455.152863,455.270630,456.363281,-0.000687,0.006694,-0.017519,0.014504,-0.009495,-0.020130,0.009211,0.009553,68.000000,1069.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.669625,-3.217604,-12.708483,-4.537931,-40.875843,-11.492737,-3.774845,-3.838310,1.001361,0.999468,0.998537,1.000665,1.001682,0.998320,0.998615,1.001355,16.000000,0.000000,36.600011,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.00062419393,0.00019841302,0.00019858197,0.00027779120,0.00027755406,0.00019862039,0.00019856033,0.00062412483,0.00062419300,0.00019841678,0.00019857181,0.00027780340,0.00027754626,0.00019860879,0.00019856628,0.00062413618,90.000000,0.000013
8/20/2018 11:56:58 AM,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,28.390000,28.390000,17.590000,17.590000,20.990000,20.790000,19.390000,19.390000,21.790000,21.790000,17.990000,18.990000,17.590000,17.990000,29.190000,29.190000,26.140000,26.010000,55.600000,56.080000,56.100000,54.380000,52.420000,53.130000,55.380000,54.650000,54.990000,55.540000,53.100000,53.400000,27.820000,27.790000,455.822754,0.000000,1.013150,20.000000,0.000000,0.000000,0.000000,456.365417,455.609741,455.239166,456.088074,456.494080,455.152344,455.269867,456.363281,0.000000,0.008047,-0.018991,0.015359,-0.009614,-0.020415,0.008024,0.009586,68.000000,1070.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,-3.509427,-12.099706,-4.601806,-41.801113,-11.514453,-3.504256,-3.814775,1.001361,0.999466,0.998537,1.000665,1.001684,0.998320,0.998614,1.001355,16.000000,0.000000,36.605603,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.00062419276,0.00019841302,0.00019858178,0.00027779132,0.00027755401,0.00019862024,0.00019856064,0.00062412390,0.00062419189,0.00019841678,0.00019857196,0.00027780267,0.00027754658,0.00019860895,0.00019856580,0.00062413607,90.000000,0.000013
8/20/2018 11:56:59 AM,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,28.390000,28.390000,17.590000,17.590000,20.990000,20.790000,19.390000,19.390000,21.790000,21.790000,17.990000,18.990000,17.590000,17.990000,29.190000,29.190000,26.120000,26.140000,56.300000,58.570000,54.890000,54.750000,52.420000,53.300000,53.350000,53.300000,54.390000,55.860000,52.990000,52.380000,27.750000,27.560000,455.822266,0.000000,1.013150,20.000000,0.000000,0.000000,0.000000,456.365601,455.609192,455.237366,456.087646,456.494385,455.151245,455.269897,456.362732,-0.001472,0.008285,-0.018920,0.014931,-0.010469,-0.020344,0.007501,0.009815,68.000000,1071.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,1.120276,-3.059289,-16.057062,-4.082326,360.982666,-14.723338,-2.889420,-3.353665,1.001363,0.999466,0.998534,1.000665,1.001686,0.998318,0.998615,1.001355,16.000000,0.000000,36.603423,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.00062419276,0.00019841318,0.00019858227,0.00027779120,0.00027755389,0.00019862055,0.00019856131,0.00062412384,0.00062419276,0.00019841769,0.00019857162,0.00027780322,0.00027754638,0.00019860909,0.00019856580,0.00062413607,90.000000,0.000013
8/20/2018 11:57:01 AM,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,28.390000,28.390000,17.590000,17.590000,20.990000,20.790000,19.390000,19.390000,21.790000,21.790000,17.990000,18.990000,17.590000,17.990000,29.190000,29.190000,26.070000,26.100000,56.300000,59.140000,56.310000,55.970000,52.580000,52.820000,52.800000,54.240000,55.410000,53.840000,52.660000,52.800000,27.750000,27.590000,455.821564,0.000000,1.013150,20.000000,0.000000,0.000000,0.000000,456.364868,455.607697,455.237183,456.087524,456.494080,455.149841,455.270081,456.361328,-0.000785,0.008403,-0.017590,0.014362,-0.010397,-0.020819,0.008878,0.009586,68.000000,1072.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.725432,-3.508641,-13.342983,-4.424102,-35.757751,-11.699045,-3.604788,-3.738701,1.001362,0.999464,0.998535,1.000667,1.001686,0.998316,0.998618,1.001354,16.000000,0.000000,36.603423,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,0.00062419346,0.00019841336,0.00019858303,0.00027779164,0.00027755406,0.00019862100,0.00019856144,0.00062412448,0.00062419160,0.00019841800,0.00019857242,0.00027780334,0.00027754589,0.00019860959,0.00019856564,0.00062413700,90.000000,0.000013
